"","name","position","specialty","education"
"935","ERMAKOFF,IVAN","Professor","Sociology","PHD 1997 University of Chicago"
"936","ERMAN,DANIEL M","Associate Professor","Mathematics","PHD 2010 Univ of California Berkeley"
"937","ERSIG,ANNE","Assistant Professor","Nursing","PHD 2008 University of Iowa"
"938","ESCHENFELDER,KRISTIN","Professor","Information School","PHD 2000 Syracuse University"
"939","ESCOTT-STUMP,SYLVIA","Assoc Faculty Assoc","Nutritional Sciences","MA 1980 Indiana Univ Of Pennsylvania"
"940","ESKOLA,LIANA","Clinical Asst Prof","Medicine","DO 2013 Philadelphia Colg of Osteopath"
"941","ESMAILI-SARDARI,MOHAMAD T","Senior Lecturer","Inst Reg Intl Studies",NA
"942","ESSELMAN,BRIAN JOHN","Faculty Associate","Chemistry","PHD 2012 Univ of Wisconsin-Madison"
"943","ETZEL,MARK","Professor","Food Science","PHD 1983 Univ of California Berkeley"
"944","EUDEY,GWEN","Senior Lecturer","Economics","PHD 1993 Univ of California Berkeley"
"945","EVANS,DAVID TODD","Professor","Pathology&amp;Laboratory Medicine","PHD 1997 Univ of Wisconsin-Madison"
"946","EVANS,HEIDI","Faculty Associate","English","MA 1998 Univ of Wisconsin-Madison"
"947","EVANS,PAUL G.","Professor","Materials Science&amp;Engineering","PHD 2000 Harvard University"
"948","EVANS-ROMAINE,KAREN","Professor","German, Nordic &amp; Slavic","PHD 1996 Univ of Michigan at Ann Arbor"
"949","EVENSEN,ANN ELIZABETH","Professor (Chs)","Family Medicine","MD 1995 Univ of Wisconsin-Madison"
"950","EVERETT,LISA L","Professor","Physics","PHD 1998 University of Pennsylvania"
"951","FABRY,ZSUZSANNA","Professor","Pathology&amp;Laboratory Medicine","PHD 1984 Eotvos Lorand University"
"952","FAHL,WILLIAM","Professor","Oncology","PHD 1975 Univ of Wisconsin-Madison"
"953","FAHY,JENNIFER LYNN","Lecturer","Social Work","MA 2006 University of Chicago"
"954","FAIN,SEAN BEDILLION","Professor","Medical Physics","PHD 2000 Mayo Foundation"
"955","FALAHATI ARDESTANI,REZA","Lecturer","Inst Reg Intl Studies",NA
"956","FALK,KATHLEEN MARY","Faculty Associate","Academic Programs","JD  Univ of Wisconsin-Madison"
"957","FALK,MICHAEL EDWARD","Adjunct Professor","Ms In Biotechnology Degree Prg","JD 1997 Univ of Wisconsin-Madison"
"958","FAMAKIN,BOLANLE M","Assistant Professor","Neurology","MD 2000 University of Iowa"
"959","FAN,JING","Assistant Professor","Nutritional Sciences","PHD 2014 Princeton University"
"960","FAN,SHUXING","Assistant Professor","Theatre &amp; Drama","MFA 1991 Boston University"
"961","FANG,HANLONG","Visiting Asst Prof","Mathematics","PHD  "
"962","FANG,KE","Assistant Professor","Physics","PHD 2015 University of Chicago"
"963","FARHAT,WALID A","Professor (Chs)","Urology","MD 1992 Beirut Arab University"
"964","FAUST,JENNIFER","Lecturer","Ed Leadership&amp;Policy Analysis","PHD 1995 Univ of Illinois at Chicago"
"965","FAWAZ,KASSEM","Assistant Professor","Electrical &amp; Computer Engr","PHD 2017 University of MI"
"966","FAWAZ,RAMZI","Associate Professor","English","PHD 2012 George Washington University"
"967","FEDENIA,LAUREN","Lecturer","Horticulture","PHD 2020 Texas A &amp; M University"
"968","FEDENIA,MARK A.","Associate Professor","Finance","PHD 1988 Univ of Wisconsin-Madison"
"969","FEIGL,KURT","Professor","Geoscience","PHD 1991 Massachusetts Inst Of Tech"
"970","FEINSTEIN,NOAH WEETH","Associate Professor","Curriculum And Instruction","PHD 2008 Stanford University"
"971","FELDMAN,MIKHAIL","Professor","Mathematics","PHD 1994 Univ of California Berkeley"
"972","FELDSTEIN,DAVID ALAN","Professor (Chs)","Medicine","MD 1996 SUNY At Stony Brook"
"973","FELTON,ELIZABETH","Asst Professor (Chs)","Neurology","PHD 2007 Univ of Wisconsin-Madison"
"974","FENG,DAWEI","Assistant Professor","Materials Science&amp;Engineering","PHD 2015 Texas A &amp; M University"
"975","FENG,IVY","Assistant Professor","Accting &amp; Info Sys","PHD 2020 Univ of Maryland College Park"
"976","FERGUSON,JEANNE MARIE BYRON","Lecturer","Social Work","MSSW 1984 Univ of Wisconsin-Madison"
"977","FERNANDES,EARLENCE","Assistant Professor","Computer Sciences","PHD 2017 Univ of Michigan at Ann Arbor"
"978","FERNANDEZ,DONNA","Professor","Botany","PHD 1987 Univ of Colorado at Boulder"
"979","FERRARETTO,LUIZ","Assistant Professor","Animal And Dairy Sciences","PHD 2015 Univ of Wisconsin-Madison"
"980","FERREE,MYRA MARX","Honorary Assoc/Fellow","Sociology","PHD 1976 Harvard University"
"981","FERREIRA,TATIANA HENRIQUES","Clinical Asst Prof","Surgical Sciences","DVM 2005 Univ Federal Fluminense"
"982","FERRIER,KEN","Assistant Professor","Geoscience","PHD 2009 Univ of California Berkeley"
"983","FERRIS,MICHAEL","Professor","Computer Sciences","PHD 1988 University of Cambridge"
"984","FIEGEL-NEWLON,JENNIFER ANN","Clinical Assoc Prof","Nursing","DNP 2012 Univ of Wisconsin-Madison"
"985","FIELD,AMBER","Assoc Lecturer","Computer Sciences","BS 2005 Univ of Wisconsin-Madison"
"986","FIELDER,BRIGITTE","Associate Professor","#N/A","PHD 2012 Cornell University"
"987","FIELDS,BETH","Assistant Professor","Kinesiology","PHD 2017 Colorado State University"
"988","FIELDS,DAVID","Asst Faculty Assoc","Asian Studies","PHD  "
"989","FINDLEY,KEITH","Professor","Law School","JD 1985 Yale University"
"990","FINLEY,KATHRYN BELLIS","Clinical Asst Prof","Law School","JD 2009 Stanford University"
"991","FINNEY,MISHA","Assoc Faculty Assoc","Communication Sci &amp; Disorders","PHD 2016 Univ of Wisconsin-Madison"
"992","FIORENZA,MARY E.","Faculty Associate","English","PHD 2009 Univ of Wisconsin-Madison"
"993","FISCHER,COLLETTE","Lecturer","Educational Psychology","PHD 2015 Univ of Wisconsin-Madison"
"994","FISCHER,ISMOR","Senior Lecturer","Statistics","PHD 1989 Univ of Wisconsin-Madison"
"995","FISCHER,MARTHA","Professor","Mead Witter School Of Music","MA 1982 New England Cnsrvtry Of Music"
"996","FISH,JEFFREY","Clinical Instructor","Pharmacy","PHARMD 1993 Univ of Minnesota-Twin Cities"
"997","FISHER,MADELINE MARY","Faculty Associate","Life Sciences Communication","PHD 1998 Univ of Wisconsin-Madison"
"998","FISHLER,THERESA","Asst Faculty Assoc","Social Work","MSW 1989 Univ of Wisconsin-Madison"
"999","FITZPATRICK,MEGAN BURKE","Asst Professor (Chs)","Pathology&amp;Laboratory Medicine","MD 2014 University Of New Mexico"
"1000","FITZSIMONS,SARAH","Assistant Professor","Art","MFA 2005 Univ of California Los Angeles"
"1001","FLANAGAN,CONSTANCE","Professor","School Of Human Ecology","PHD 1987 Univ of Michigan at Ann Arbor"
"1002","FLANARY,PETER WILLIAM","Lecturer","Art","MFA 1988 Univ of Wisconsin-Madison"
"1003","FLETCHER,EMILY","Associate Professor","Philosophy","PHD 2012 University of Toronto"
"1004","FLETCHER,JASON M","Professor","Lafollette Sch Of Publ Affairs","PHD 2006 Univ of Wisconsin-Madison"
"1005","FLUGA,ERIC","Adjunct Asst Prof","Engr Professional Development","MS 2017 Univ of IL at Urbana-Champaign"
"1006","FLYNN,MAXFIELD PATRICK","Asst Professor (Chs)","Medicine","PHD 2007 Northwestern University"
"1007","FOLTZ,JEREMY","Professor","Agricultural&amp;Applied Economics","PHD 1998 Univ of Wisconsin-Madison"
"1008","FONCK,RAYMOND JOHN","Professor Emer","Engineering Physics","PHD 1978 Univ of Wisconsin-Madison"
"1009","FONDOW,STEVEN RICHARD","Assoc Faculty Assoc","Spanish And Portuguese","PHD 2010 Ohio State University"
"1010","FORD II,JAMES H.","Assistant Professor","Pharmacy","PHD 2004 Univ of Wisconsin-Madison"
"1011","FOREST,CARY","Professor","Physics","PHD 1992 Princeton University"
"1012","FOREST,KATRINA T.","Professor","Bacteriology","PHD 1993 Princeton University"
"1013","FORREST,LISA J.","Professor","Surgical Sciences","DVM 1988 University of Pennsylvania"
"1014","FORSTER BENEDICT,STACY","Faculty Associate","Journalism&amp;Mass Communication","MS 1999 Northwestern University"
"1015","FOST,NORMAN","Professor Emer","Pediatrics","MD 1964 Yale University"
"1016","FOWLER,AMY MARIE","Assistant Professor","Radiology","PHD 2005 Univ of Wisconsin-Madison"
"1017","FOWLER,CYNTHIA","Professor","Communication Sci &amp; Disorders","PHD 1980 Northwestern University"
"1018","FOX,ASHBY KENT","Assoc Lecturer","Law School","JD 2003 Emory University"
"1019","FOX,BRIAN G.","Professor","Biochemistry","PHD 1989 Univ of Minnesota-Twin Cities"
"1020","FOX,CATHERINE A","Professor","Biomolecular Chemistry","PHD 1992 Univ of Wisconsin-Madison"
"1021","FOYS,MARTIN","Professor","English","PHD 1998 Loyola University of Chicago"
"1022","FRANCETIC LEPE,LINDA","Faculty Associate","Consumer Science","MS 1986 Ohio State University"
"1023","FRANCHINO,DAVID CHARLES","Adjunct Asst Prof","Mechanical Engineering","MS 1993 Stanford University"
"1024","FRANCIS,DAVID OLIVER","Associate Professor","Surgery","MD 2004 University Of Rochester"
"1025","FRANCK,CHRISTIAN","Associate Professor","Mechanical Engineering","PHD 2008 "
"1026","FRANCK,JENNIFER","Assistant Professor","Engineering Physics","PHD 2009 California Institute of Tech"
"1027","FRANCOIS,MARY","Clinical Asst Prof","Nursing","DNP 2016 Univ of Wisconsin-Madison"
"1028","FRANK,CHRISTINA","Lecturer","Administration-Acad Affairs","MS 2014 Univ of Wisconsin-Madison"
"1029","FRANK,HEIDI","Assoc Faculty Assoc","Social Work","MSW 2005 College Of St Catherine"
"1030","FRANK,VICTORIA","Assoc Lecturer","Social Work","MPA 2008 Univ of Wisconsin-Madison"
"1031","FRANTZ,EVA","Clinical Instructor","Medical Sciences","DVM 2017 Univ of Wisconsin-Madison"
"1032","FRATTA,DANTE","Associate Professor","Civil &amp; Environmental Engr","PHD 1999 Georgia Inst of Technology"
"1033","FREDETTE,STEVEN","Assoc Faculty Assoc","Electrical &amp; Computer Engr","PHD 2009 Univ of Wisconsin-Madison"
"1034","FREDRICKSON,DANIEL C","Professor","Chemistry","PHD 2005 Cornell University"
"1035","FREEDMAN,ZAC","Assistant Professor","Soil Science","PHD 2012 Rutgers St Unv-New Brunswick"
"1036","FREELAND,ROBERT F","Professor","Sociology","PHD 1994 Univ of California Berkeley"
"1037","FREEMAN,KATIE","Asst Faculty Assoc","Cals Academic Affairs","MPA 2012 "
"1038","FREID,MATTHEW","Lecturer","Curriculum And Instruction","MS 2011 DePaul University"
"1039","FRICKE,PAUL","Professor","Animal And Dairy Sciences","PHD 1996 North Dakota State University"
"1040","FRIEDLAND,LEWIS","Professor","Journalism&amp;Mass Communication","PHD 1985 Brandeis University"
"1041","FRIEDMAN,JAMES ALAN","Adjunct Instructor","Law School","JD 1992 Univ of Wisconsin-Madison"
"1042","FRIEDMAN,MATTHEW L.","Assoc Lecturer","Economics","PHD 2015 Univ of Wisconsin-Madison"
"1043","FRIEDMAN,SUSAN","Professor","English","PHD 1973 Univ of Wisconsin-Madison"
"1044","FRIEDRICH,THOMAS","Professor","Pathobiological Sciences","PHD 2003 Univ of Wisconsin-Madison"
"1045","FRIEDRICHS,KRISTEN R","Clinical Assoc Prof","Pathobiological Sciences","DVM 1991 Univ of Wisconsin-Madison"
"1046","FRIESEN,PAUL DEAN","Professor","Biochemistry","PHD 1983 Univ of Wisconsin-Madison"
"1047","FRITSCH,MICHAEL KEVIN","Professor (Chs)","Pathology&amp;Laboratory Medicine","PHD 1991 Univ of Wisconsin-Madison"
"1048","FROST,NICKOLAS DELMAR","Assistant Professor","Counseling Psychology","PSYD 2017 Univ of Wisconsin-Madison"
"1049","FU,CHAO","Professor","Economics","PHD 2010 University of Pennsylvania"
"1050","FU,SHUBIN","Visiting Asst Prof","Mathematics","PHD 2017 Texas A &amp; M University"
"1051","FUHREMANN,KRISTEN","Faculty Associate","Accting &amp; Info Sys","MACC 2000 Univ of Wisconsin-Madison"
"1052","FUJIMURA,JOAN","Professor","Sociology","PHD 1986 Univ of California Berkeley"
"1053","FULMER,MIMMI","Professor","Mead Witter School Of Music","MA 1976 New England Cnsrvtry Of Music"
"1054","FULTON,SCOTT","Adjunct Professor","Ms In Biotechnology Degree Prg","MS 1977 Massachusetts Inst Of Tech"
"1055","FUNK,LUKE M","Associate Professor","Surgery","MD 2005 Loyola University of Chicago"
"1056","FURLONG,SCOTT","Assoc Lecturer","Information School","MS 2012 Bentley College"
"1057","FURUMOTO,DAVID","Professor","Theatre &amp; Drama","MFA 1982 University of Hawaii at Manoa"
"1058","GABAI,JOSHUA","Assoc Lecturer","Curriculum And Instruction","EDM 2019 Univ of Wisconsin-Madison"
"1059","GABER,ALICE","Assoc Lecturer","Classic &amp; Ancient Near E Stds","PHD 2019 Ohio State University"
"1060","GADDIS,JENNIFER","Assistant Professor","School Of Human Ecology","PHD 2014 Yale University"
"1061","GADE,ANNA MARGARET","Professor","Academic Programs","PHD 1999 University of Chicago"
"1062","GAERTNER,FABIO","Associate Professor","Accting &amp; Info Sys","PHD 2011 University of Arizona"
"1063","GAJESKI,SHARON K","Faculty Associate","Nursing","MSN 2011 Univ of Wisconsin-Oshkosh"
"1064","GALIPEAU,JACQUES","Professor","Medicine","MD 1988 University of Montreal"
"1065","GALLAGHER,CATHERINE L","Professor (Chs)","Neurology","MD 1993 Univ of Colorado at Denver"
"1066","GALLIMORE,CASEY","Assoc Professor (Chs)","Pharmacy","PHARMD 2005 Univ of Wisconsin-Madison"
"1067","GALLIMORE,JONATHAN","Senior Lecturer","Psychology","PHD  Washington State University"
"1068","GALMOZZI,ANDREA","Assistant Professor","Medicine","PHD 2010 Univ degli Studi di Milano"
"1069","GALVAO,LOREN W","Faculty Associate","Nursing","MD 1983 Univ Federal de Pelotas"
"1070","GAMM,DAVID","Professor","Ophthalmology&amp;Visual Sciences","PHD 1998 Univ of Michigan at Ann Arbor"
"1071","GAMMIE,STEPHEN C.","Professor","Integrative Biology","PHD 1997 University of Washington"
"1072","GANCO,MARTIN","Associate Professor","Management &amp; Human Resources","PHD 2010 Univ of IL at Urbana-Champaign"
"1073","GANGL,AMY ELIZABETH","Assoc Faculty Assoc","Political Science","PHD 2001 Univ of Minnesota-Twin Cities"
"1074","GANGNON,RON","Professor","Population Health Sciences","PHD 1998 Univ of Wisconsin-Madison"
"1075","GANZ,OLGA RADKO","Assoc Faculty Assoc","Pharmacy","OQUAL  "
"1076","GAO,SONG","Assistant Professor","Geography","PHD 2017 U of California-Santa Barbara"
"1077","GARAND,ETIENNE","Associate Professor","Chemistry","PHD 2010 Univ of California Berkeley"
"1078","GARBACZ,ANDY","Associate Professor","Educational Psychology","PHD 2010 University of Nebraska-Lincoln"
"1079","GARCIA TRILLOS,NICOLAS","Assistant Professor","Statistics","PHD 2015 Carnegie-Mellon University"
"1080","GARCIA,ALEXANDRA","Assoc Lecturer","Social Work","MSW 2010 Univ of Wisconsin-Madison"
"1081","GARCIA,DENIA","Assistant Professor","Lafollette Sch Of Publ Affairs","PHD 2017 Princeton University"
"1082","GAROON,JOSH","Assistant Professor","Community &amp; Environ Sociology","PHD 2009 Johns Hopkins University"
"1083","GARTLAND,SHARON G","Clinical Professor","Kinesiology","PHD 2015 St. Catherine University"
"1084","GARTNER,WILLIAM","Senior Lecturer","Geography","PHD 2003 Univ of Wisconsin-Madison"
"1085","GASCH,AUDREY P.","Professor","Genetics","PHD 2000 Stanford University"
"1086","GASPER,DAVID","Clinical Asst Prof","Pathobiological Sciences","PHD 2015 "
"1087","GATHMAN,CABELL HANKINSON","Lecturer","Gender And Women Studies","PHD 2014 Univ of Wisconsin-Madison"
"1088","GATTENBY,TIM G.","Dis Faculty Associate","Kinesiology","MS 1986 Washington State University"
"1089","GAUDREAU,JOSEPH B","Professor L/I","Civil &amp; Environmental Engr","M.ARCH  "
"1090","GAVINS,JAMES","Lecturer","Dance","BA 2012 Univ of Wisconsin-Madison"
"1091","GE,YING","Professor","Cell And Regenerative Biology","PHD 2002 Cornell University"
"1092","GEBBIE,MATT","Assistant Professor","Chemical &amp; Biological Engr","PHD  U of California-Santa Barbara"
"1093","GEIGER,BENEDIKT","Assistant Professor","Engineering Physics","PHD  Ludwig Maximilians U Munchen"
"1094","GELLMAN,SAMUEL H.","Professor","Chemistry","PHD 1986 Columbia University"
"1095","GENNERMAN,REBECCA JO","Clinical Instructor","Law School","MA 2001 Univ of Colorado at Denver"
"1096","GENSKOW,KEN","Professor","Planning &amp; Landscape Arch","PHD 2001 Univ of Wisconsin-Madison"
"1097","GEORGE,MAY","Lecturer","Inst Reg Intl Studies","PHD 2011 Arizona State University"
"1098","GEORGIADES,ARISTOTLE","Professor","Art","MFA 1984 Sch Of The Art Inst Of Chicago"
"1099","GERA,PRERNA","Visiting Asst Prof","Mathematics","PHD 2017 SUNY at Buffalo"
"1100","GERARD,HEATHER STEPHANY","Adjunct Professor","Ms In Biotechnology Degree Prg","MS 2006 Univ of Wisconsin-Madison"
"1101","GERASSI,LARA","Assistant Professor","Social Work","PHD 2017 Washington University"
"1102","GERBER,THEODORE P.","Professor","Sociology","PHD 1995 Univ of California Berkeley"
"1103","GERHART,BARRY","Professor","Management &amp; Human Resources","PHD 1985 Univ of Wisconsin-Madison"
"1104","GERN,JAMES E.","Professor","Pediatrics","MD 1981 University of South Florida"
"1105","GERNSBACHER,MORTON ANN","Professor","Psychology","PHD 1983 University of Texas at Austin"
"1106","GEVENS,AMANDA JANE","Professor","Plant Pathology","PHD 2005 Michigan State University"
"1107","GEYER,NAOMI","Associate Professor","Asian Languages &amp; Cultures","PHD 2001 Columbia University"
"1108","GHANDHI,JAAL","Professor","Mechanical Engineering","PHD 1995 Princeton University"
"1109","GHOUSSEINI,HALA","Associate Professor","Curriculum And Instruction","PHD 2008 Univ of Michigan at Ann Arbor"
"1110","GIBBS,HOLLY KRISTEN","Associate Professor","Geography","PHD 2008 Univ of Wisconsin-Madison"
"1111","GIBSON,MARTHA","Faculty Associate","Philosophy","PHD 1989 Univ of Wisconsin-Madison"
"1112","GICQUELAIS,RACHEL","Assistant Professor","Nursing","PHD 2018 University of MI"
"1113","GIDAL,BARRY","Professor (Chs)","Pharmacy","PHARMD 1990 University of Washington"
"1114","GILBERT,LEWIS E","Senior Lecturer","Office Of Sustainability","PHD 1993 Columbia University"
"1115","GILBERT,PUPA","Professor","Physics","PHD 1987 Univ Studi di Roma-La Sapienza"
"1116","GILLETT,JOHN ROBERT","Senior Lecturer","Statistics","MS 1989 Stanford University"
"1117","GILLIAN,ANNELYNN","Faculty Associate","Engineering Research Center","PHD 1999 Univ of Wisconsin-Madison"
"1118","GILLIE,NAZAN","Lecturer","Integrative Biology","PHD 2001 Louisiana State U &amp; A&amp;M Colg"
"1119","GILLIS,COLIN RADCLIFFE","Lecturer","English","PHD 2010 Yale University"
"1120","GILMORE,JANET C.","Honorary Assoc/Fellow","Planning &amp; Landscape Arch","PHD 1991 Indiana University"
